year,month,full_name,first_name,last_name,gender,birth_date,age,country_citizenship,country_citizenship_iso3,country_residence,country_residence_iso3,city_of_residence,net_worth_usd,wealth_status,self_made,business_category,business_industries,organization_name,position_in_organization,rank
2024,4,Brad Jacobs,Brad,Jacobs,male,1956-07-01,67,United States,USA,United States,USA,Greenwich,4099999999.999999,Increased,TRUE,Logistics,['Logistics'],NA,NA,775
2024,4,Brad Kelley,Brad,Kelley,male,1956-12-23,67,United States,USA,United States,USA,Franklin,2700000000,Increased,TRUE,Real Estate,['Real Estate'],NA,NA,1238
2024,4,Brad Keywell,Brad,Keywell,male,1969-10-27,54,United States,USA,United States,USA,Chicago,1400000000,Increased,TRUE,Technology,['Technology'],NA,NA,2152
2007,3,Bradley Hughes,NA,NA,NA,NA,73,United States,USA,United States,USA,Malibu,5300000000,NA,NA,NA,NA,NA,NA,152
2020,4,Bradley Jacobs,Bradley,Jacobs,male,1956-07-01,63,United States,USA,United States,USA,Greenwich,1500000000,Decreased,TRUE,Logistics,['Logistics'],NA,NA,1415
2024,4,Brandt Louie,Brandt,Louie,male,1943-07-05,80,Canada,CAN,Canada,CAN,Vancouver,1500000000,Increased,FALSE,Food & Beverage,['Food & Beverage'],NA,NA,2046
2024,4,Brett Adcock,Brett,Adcock,male,1986-04-06,37,United States,USA,United States,USA,Palo Alto,1400000000,NA,TRUE,Technology,['Technology'],Figure,CEO & founder,2152
2024,4,Brett Blundy,Brett,Blundy,male,1960-01-17,64,Australia,AUS,Bahamas,BHS,Paradise Island,2200000000,Remained Even,TRUE,Fashion & Retail,['Fashion & Retail'],NA,NA,1496
2024,4,Brian Acton,Brian,Acton,male,1972-02-17,52,United States,USA,United States,USA,Palo Alto,3100000000,Increased,TRUE,Technology,['Technology'],WhatsApp Inc.,Cofounder,1062
2024,4,Brian Armstrong,Brian,Armstrong,male,1983-01-25,41,United States,USA,United States,USA,San Francisco,11200000000,Increased,TRUE,Finance & Investments,['Finance & Investments'],NA,NA,180
2024,4,Brian Chesky,Brian,Chesky,male,1981-08-29,42,United States,USA,United States,USA,San Francisco,11000000000,Increased,TRUE,Technology,['Technology'],AirBnB,CEO and Cofounder,190
2024,4,Brian Higgins,Brian,Higgins,male,1965-02-08,59,United States,USA,United States,USA,New York,1800000000,Remained Even,TRUE,Finance & Investments,['Finance & Investments'],King Street Capital Management,Investor,1764
2024,4,Brian Roberts,Brian,Roberts,male,1959-06-28,64,United States,USA,United States,USA,Philadelphia,2000000000,Increased,FALSE,Media & Entertainment,['Media & Entertainment'],Comcast,CEO,1623
2020,4,Brian Sheth,Brian,Sheth,male,1975-11-26,44,United States,USA,United States,USA,Austin,2200000000,Remained Even,TRUE,Finance & Investments,['Finance & Investments'],NA,NA,945
2014,3,Brij Bhushan Singal,Brij Bhushan,Singal,male,1936-11-20,77,India,IND,India,IND,Delhi,1150000000.0000002,Decreased,TRUE,Metals & Mining,['Metals & Mining'],NA,NA,1442
2015,3,Brijmohan Lall Munjal,Brijmohan Lall,Munjal,male,1923-07-01,91,India,IND,NA,NA,NA,3800000000,Increased,TRUE,Automotive,['Automotive'],NA,NA,452
2024,4,Bris Rocher,Bris,Rocher,male,1978-10-12,45,France,FRA,France,FRA,Rennes,2400000000,NA,FALSE,Fashion & Retail,['Fashion & Retail'],NA,NA,1380
2024,4,Bruce Cheng,Bruce,Cheng,male,1936-11-03,87,Taiwan,TWN,Taiwan,TWN,Taipei,2300000000,Increased,TRUE,Technology,['Technology'],NA,NA,1438
2024,4,Bruce Flatt,Bruce,Flatt,male,1965-06-01,58,Canada,CAN,United Kingdom,GBR,London,3700000000,Increased,TRUE,Finance & Investments,['Finance & Investments'],NA,Investor,871
2007,3,Bruce Gordon,Bruce,Gordon,male,1929-02-04,78,Australia,AUS,Bermuda,BMU,Bermuda,1000000000,NA,FALSE,Media & Entertainment,['Media & Entertainment'],NA,NA,891
2017,3,Bruce Halle,Bruce,Halle,male,1930-05-27,86,United States,USA,United States,USA,Paradise Valley,6500000000,Increased,TRUE,Automotive,['Automotive'],Discount Tire Co.,Chairman,219
2024,4,Bruce Karsh,Bruce,Karsh,male,1955-10-10,68,United States,USA,United States,USA,Los Angeles,2400000000,Increased,TRUE,Finance & Investments,['Finance & Investments'],Oaktree Capital Group LLC,President,1380
2024,4,Bruce Kovner,Bruce,Kovner,male,1945-02-25,79,United States,USA,United States,USA,New York,7700000000,Increased,TRUE,Finance & Investments,['Finance & Investments'],Caxton Associates LP,Founder,334
2024,4,Bruce Mathieson,Bruce,Mathieson,male,1944-02-14,80,Australia,AUS,Australia,AUS,Gold Coast,1300000000,Decreased,TRUE,Real Estate,['Real Estate'],NA,NA,2287
2022,4,Bruce Nordstrom,Bruce,Nordstrom,male,1933-10-01,88,United States,USA,United States,USA,Seattle,1000000000,Decreased,FALSE,Fashion & Retail,['Fashion & Retail'],NA,NA,2578
2024,4,Bruce Wilson,Bruce,Wilson,male,1946-04-19,77,Australia,AUS,Australia,AUS,Melbourne,2800000000,Increased,FALSE,Fashion & Retail,['Fashion & Retail'],NA,NA,1187
2024,4,Brunello Cucinelli & family,Brunello,Cucinelli,male,1953-09-03,70,Italy,ITA,Italy,ITA,Solomeo,4500000000,Increased,TRUE,Fashion & Retail,['Fashion & Retail'],NA,NA,697
2018,3,Bruno Schroder & family,Bruno,Schroder,male,1933-01-17,85,United Kingdom,GBR,NA,NA,NA,6200000000,Increased,FALSE,Finance and Investments,['Finance and Investments'],NA,NA,281
2017,3,Bruno Steinhoff,Bruno,Steinhoff,male,1937-11-26,79,Germany,DEU,South Africa,ZAF,Johannesburg,1100000000,Increased,TRUE,Fashion & Retail,['Fashion & Retail'],NA,NA,1795
2024,4,Bryan Glazer,Bryan,Glazer,male,1964-10-15,59,United States,USA,United States,USA,Chicago,1700000000,NA,FALSE,Sports,['Sports'],NA,NA,1851
2017,3,Bryan Sheffield,Bryan,Sheffield,male,1978-04-05,38,United States,USA,United States,USA,Austin,1300000000,NA,FALSE,Energy,['Energy'],NA,NA,1567
2018,3,Bu Yang,Yang,Bu,female,NA,NA,China,CHN,China,CHN,Nanjing,1100000000,NA,TRUE,Fashion & Retail,['Fashion & Retail'],NA,NA,1999
2024,4,Bubba Cathy,Bubba,Cathy,male,1954-04-22,69,United States,USA,United States,USA,Atlanta,11200000000,Increased,FALSE,Food & Beverage,['Food & Beverage'],NA,NA,180
2022,4,Bui Thanh Nhon,Thanh Nhon,Bui,male,1958-01-01,64,Vietnam,VNM,Vietnam,VNM,Ho Chi Minh,2900000000,NA,TRUE,Real Estate,['Real Estate'],NA,NA,1053
2024,4,Bulat Utemuratov,Bulat,Utemuratov,male,1958-01-01,66,Kazakhstan,KAZ,Kazakhstan,KAZ,Nur-Sultan,2700000000,Remained Even,TRUE,Metals & Mining,['Metals & Mining'],NA,NA,1238
2024,4,Bulent Eczacibasi,Bulent,Eczacibasi,male,1949-12-25,74,Turkey,TUR,Turkey,TUR,Istanbul,1500000000,Decreased,FALSE,Diversified,['Diversified'],NA,NA,2046
2024,4,Burhan Karim,Burhan,Karim,male,1960-01-01,64,Indonesia,IDN,Singapore,SGP,Singapore,1200000000,NA,FALSE,Manufacturing,['Manufacturing'],NA,NA,2410
2021,4,Byju Raveendran and Divya Gokulnath,and Divya Gokulnath,Byju Raveendran,NA,1981-07-06,39,India,IND,India,IND,Bangalore,2500000000,Increased,TRUE,Technology,['Technology'],NA,NA,1249
2024,4,Byron Trott,Byron,Trott,male,1958-12-02,65,United States,USA,United States,USA,Winnetka,3100000000,Increased,TRUE,Finance & Investments,['Finance & Investments'],NA,NA,1062
2024,4,C. Dean Metropoulos,C. Dean,Metropoulos,male,1946-05-05,77,United States,USA,United States,USA,Palm Beach,2900000000,Increased,TRUE,Food & Beverage,['Food & Beverage'],NA,NA,1143
2016,3,C.F. Chan,C.F.,Chan,male,1918-04-18,97,Hong Kong,HKG,NA,NA,NA,1300000000,NA,TRUE,Real Estate,['Real Estate'],NA,NA,1367
2024,4,Cai Dongchen,Dongchen,Cai,male,1953-02-01,71,China,CHN,China,CHN,Luancheng,2400000000,Decreased,TRUE,Healthcare,['Healthcare'],NA,NA,1380
2018,3,Cai Dongqing,Dongqing,Cai,male,1969-04-28,48,China,CHN,China,CHN,Guangzhou,1200000000,Decreased,TRUE,Media & Entertainment,['Media & Entertainment'],NA,NA,1867
2021,4,Cai Hao & family,Hao,Cai,male,1971-03-01,50,China,CHN,China,CHN,Kunshan,1400000000,NA,TRUE,Manufacturing,['Manufacturing'],NA,NA,2141
2024,4,Cai Hongbin,Hongbin,Cai,male,NA,NA,China,CHN,China,CHN,Lianyungang,1000000000,Decreased,TRUE,Healthcare,['Healthcare'],NA,NA,2692
2024,4,Cai Huabo,Huabo,Cai,male,1976-01-01,48,China,CHN,China,CHN,Jiujiang,2000000000,Increased,TRUE,Technology,['Technology'],NA,NA,1623
2023,4,Cai Jianyong,Jianyong,Cai,male,1971-01-01,52,China,CHN,China,CHN,Ningbo,1400000000,NA,TRUE,Metals & Mining,['Metals & Mining'],NA,NA,2020
2024,4,Cai Kui,Kui,Cai,male,1963-01-01,61,China,CHN,China,CHN,Chengdu,4000000000,Decreased,TRUE,Real Estate,['Real Estate'],NA,NA,785
2023,4,Cai Mingtong,Mingtong,Cai,male,1952-02-15,71,China,CHN,China,CHN,Quanzhou,1300000000,Decreased,TRUE,Technology,['Technology'],NA,NA,2133
2018,3,Cai Rongjun,Rongjun,Cai,male,1972-11-23,45,China,CHN,China,CHN,Shenzhen,1100000000,NA,TRUE,Technology,['Technology'],NA,NA,1999
2018,3,Cai Wensheng,Wensheng,Cai,male,1970-01-01,48,China,CHN,Hong Kong,HKG,Hong Kong,1600000000,Decreased,TRUE,Technology,['Technology'],NA,NA,1477
2018,3,Cai Xiaoru,Xiaoru,Cai,male,1979-10-04,38,China,CHN,China,CHN,Zhongshan,1100000000,Returned to List,TRUE,Technology,['Technology'],NA,NA,1999
2024,4,Cameron Adams,Cameron,Adams,male,1979-12-26,44,Australia,AUS,Australia,AUS,Sydney,2200000000,Increased,TRUE,Technology,['Technology'],NA,NA,1496
2016,3,Cameron Mackintosh,Cameron,Mackintosh,male,1946-10-17,69,United Kingdom,GBR,United Kingdom,GBR,London,1200000000,NA,TRUE,Media & Entertainment,['Media & Entertainment'],NA,NA,1476
2024,4,Cameron Winklevoss,Cameron,Winklevoss,male,1981-08-21,42,United States,USA,United States,USA,New York,2700000000,Increased,TRUE,Finance & Investments,['Finance & Investments'],NA,NA,1238
2021,4,Camilla de Godoy Bueno Grossi,Camilla,de Godoy Bueno Grossi,female,1978-11-01,42,Brazil,BRA,United Kingdom,GBR,London,3100000000,Increased,FALSE,Healthcare,['Healthcare'],NA,NA,986
2020,4,Candido Pinheiro Koren de Lima,Candido,Pinheiro Koren de Lima,male,1947-01-01,73,Brazil,BRA,Brazil,BRA,Fortaleza,1600000000,Decreased,TRUE,Healthcare,['Healthcare'],NA,NA,1335
2024,4,Candido Pinheiro Koren de Lima & family,Candido,Pinheiro Koren de Lima,male,1947-01-01,77,Brazil,BRA,Brazil,BRA,Fortaleza,2300000000,Returned to List,TRUE,Healthcare,['Healthcare'],NA,NA,1438
2022,4,Candido Pinheiro Koren de Lima Junior,Candido,Pinheiro Koren de Lima Junior,male,1970-10-10,51,Brazil,BRA,Brazil,BRA,Fortaleza,1600000000,Decreased,FALSE,Healthcare,['Healthcare'],NA,NA,1818
2024,4,Cao Ji,Ji,Cao,male,1952-01-01,72,China,CHN,China,CHN,Hangzhou,1200000000,Decreased,TRUE,Manufacturing,['Manufacturing'],NA,NA,2410
2024,4,Cao Jianwei,Jianwei,Cao,male,1978-05-30,45,China,CHN,China,CHN,Shangyu,1100000000,Decreased,TRUE,Manufacturing,['Manufacturing'],NA,NA,2545
2020,4,Cao Jisheng,Jisheng,Cao,male,1960-05-22,59,China,CHN,China,CHN,Yantai,1100000000,NA,TRUE,Food & Beverage,['Food & Beverage'],NA,NA,1851
2023,4,Cao Kejian,Kejian,Cao,male,1962-04-10,60,China,CHN,China,CHN,Quzhou,1100000000,Remained Even,TRUE,Manufacturing,['Manufacturing'],NA,NA,2405
2024,4,Cao Longxiang & family,Longxiang,Cao,male,1957-09-05,66,China,CHN,China,CHN,Taixing,3500000000,Increased,TRUE,Healthcare,['Healthcare'],NA,NA,920
2024,4,Cao Renxian,Renxian,Cao,male,1968-07-24,55,China,CHN,China,CHN,Hefei,6300000000,Decreased,TRUE,Energy,['Energy'],NA,NA,453
2021,4,Cao Xiaochun,Xiaochun,Cao,female,1969-03-01,52,China,CHN,China,CHN,Hangzhou,1300000000,NA,TRUE,Healthcare,['Healthcare'],NA,NA,2263
2006,3,Cargill MacMillan Jr,Cargill,MacMillan,male,1927-03-29,79,United States,USA,NA,NA,NA,1200000000,NA,FALSE,NA,['Food and Beverage'],NA,NA,645
2024,4,"Cargill MacMillan, III.",Cargill,MacMillan,male,1959-12-21,64,United States,USA,United States,USA,Boulder,1300000000,Increased,FALSE,Food & Beverage,['Food & Beverage'],NA,NA,2287
2011,3,"Cargill MacMillan, Jr.",Cargill,MacMillan,male,1927-03-29,83,United States,USA,NA,NA,NA,4700000000,Increased,FALSE,Food and Beverage,['Food and Beverage'],NA,NA,223
2024,4,Carl Bennet,Carl,Bennet,male,1951-08-19,72,Sweden,SWE,Sweden,SWE,Gothenberg,8500000000,Increased,TRUE,Finance & Investments,['Finance & Investments'],NA,NA,298
2013,3,Carl Berg,Carl,Berg,male,1937-06-26,75,United States,USA,United States,USA,Atherton,1100000000,Remained Even,TRUE,Real Estate,['Real Estate'],NA,NA,1268
2024,4,Carl Cook,Carl,Cook,male,1962-08-19,61,United States,USA,United States,USA,Bloomington,10600000000,Increased,FALSE,Healthcare,['Healthcare'],NA,NA,203
2023,4,Carl DeSantis,Carl,DeSantis,male,1939-07-19,83,United States,USA,United States,USA,Delray Beach,1700000000,Increased,TRUE,Food & Beverage,['Food & Beverage'],NA,NA,1725
2024,4,Carl Douglas,Carl,Douglas,male,1961-05-05,62,Sweden,SWE,Sweden,SWE,Stockholm,6400000000,Increased,FALSE,Diversified,['Diversified'],NA,NA,432
2024,4,Carl Ferdinand Oetker,Carl Ferdinand,Oetker,male,1972-10-03,51,Germany,DEU,Germany,DEU,Bielefeld,2300000000,Decreased,FALSE,Fashion & Retail,['Fashion & Retail'],NA,NA,1438
2021,4,Carl Hansen,Carl,Hansen,male,1974-01-01,47,Canada,CAN,Canada,CAN,Vancouver,1800000000,NA,TRUE,Healthcare,['Healthcare'],AbCellera Therapeutics,CEO,1750
2024,4,Carl Icahn,Carl,Icahn,male,1936-02-16,88,United States,USA,United States,USA,Indian Creek,5900000000,Decreased,TRUE,Finance & Investments,['Finance & Investments'],Icahn Capital Management,Founder,498
2010,3,Carl Lindner Jr & family,Carl,Lindner,male,1919-04-22,90,United States,USA,United States,USA,Cincinnati,1700000000,Increased,FALSE,NA,['Sports'],NA,NA,582
2024,4,Carl Thoma,Carl,Thoma,male,1948-10-12,75,United States,USA,United States,USA,Dallas,3500000000,Increased,TRUE,Finance & Investments,['Finance & Investments'],NA,Investor,920
2018,3,Carlo Benetton,Carlo,Benetton,male,1943-12-26,74,Italy,ITA,NA,NA,NA,3500000000,Increased,TRUE,Fashion & Retail,['Fashion & Retail'],NA,NA,652
2024,4,Carlo Fidani,Carlo,Fidani,male,1955-01-01,69,Canada,CAN,Canada,CAN,Toronto,4800000000,Increased,FALSE,Real Estate,['Real Estate'],Orlando Corporation,Chairman,648
2016,3,Carlos Alberto Sicupira,Carlos Alberto,Sicupira,male,1948-01-01,68,Brazil,BRA,Switzerland,CHE,St. Gallen,11300000000,Remained Even,TRUE,Food and Beverage,['Food and Beverage'],NA,NA,87
2024,4,Carlos Alberto Sicupira & family,Carlos Alberto,Sicupira,male,1948-01-01,76,Brazil,BRA,Switzerland,CHE,St. Gallen,8900000000,Increased,TRUE,Food & Beverage,['Food & Beverage'],NA,NA,278
2021,4,Carlos Ardila Lülle,Carlos,Ardila Lülle,male,1930-06-04,90,Colombia,COL,Colombia,COL,Bogota,2300000000,Increased,TRUE,Food & Beverage,['Food & Beverage'],NA,NA,1362
2024,4,Carlos Eduardo M. Scripilliti,Carlos Eduardo M.,Scripilliti,male,NA,NA,Brazil,BRA,Brazil,BRA,Sao Paulo,1100000000,NA,FALSE,Diversified,['Diversified'],NA,NA,2545
2014,3,Carlos Francisco Ribeiro Jereissati & family,Carlos Francisco Ribeiro,Jereissati,male,1946-06-21,67,Brazil,BRA,Brazil,BRA,Sao Paulo,1300000000,NA,TRUE,Diversified,['Diversified'],NA,Entrepreneur,1284
2021,4,Carlos Hank Rhon,Carlos,Hank Rhon,male,1947-12-10,73,Mexico,MEX,Mexico,MEX,Mexico City,2200000000,Increased,FALSE,Diversified,['Diversified'],NA,NA,1444
2024,4,Carlos Hank Rhon & family,Carlos,Hank Rhon,male,1947-12-10,76,Mexico,MEX,Mexico,MEX,Mexico City,4400000000,Increased,FALSE,Diversified,['Diversified'],NA,NA,712
2014,3,Carlos Martins,Carlos,Martins,male,1956-09-19,57,Brazil,BRA,Brazil,BRA,Campinas,1000000000,NA,TRUE,Service,['Service'],NA,NA,1565
2024,4,Carlos Pires Oliveira Dias,Carlos,Pires Oliveira Dias,male,1951-05-24,72,Brazil,BRA,Brazil,BRA,Sao Paolo,1100000000,NA,FALSE,Healthcare,['Healthcare'],NA,NA,2545
2023,4,Carlos Rodriguez-Pastor,Carlos,Rodriguez-Pastor,male,1959-04-11,63,Peru,PER,Peru,PER,Lima,1500000000,NA,FALSE,Finance & Investments,['Finance & Investments'],NA,NA,1905
2024,4,Carlos Sanchez,Carlos,Sanchez,male,1962-01-21,62,Brazil,BRA,Brazil,BRA,Santo Andre,1700000000,Increased,FALSE,Healthcare,['Healthcare'],NA,NA,1851
2024,4,Carlos Slim Helu & family,Carlos,Slim Helu,male,1940-01-28,84,Mexico,MEX,Mexico,MEX,Mexico City,102000000000,Increased,TRUE,Telecom,['Telecom'],América Móvil,Honorary Chairman,14
2011,3,Carlos and Alejandro Bulgheroni,Carlos and Alejandro,Bulgheroni,male,NA,0,Argentina,ARG,Argentina,ARG,Buenos Aires,5100000000,NA,FALSE,NA,['Energy'],NA,NA,200
2024,4,Carmen Daurella Aguilera,Carmen,Daurella Aguilera,female,NA,NA,Spain,ESP,Spain,ESP,Barcelona,1500000000,Increased,FALSE,Food & Beverage,['Food & Beverage'],NA,NA,2046
2024,4,Carmen Thyssen,Carmen,Thyssen,female,1943-04-23,80,Spain,ESP,Andorra,AND,NA,1500000000,Remained Even,FALSE,Manufacturing,['Manufacturing'],NA,NA,2046
2021,4,Carol Jenkins Barnett,Carol Jenkins,Barnett,female,1956-09-30,64,United States,USA,United States,USA,Lakeland,2500000000,Increased,FALSE,Food & Beverage,['Food & Beverage'],Publix  Super Markets,Chairman,1249
2024,4,Caroline Hagen Kjos,Caroline,Hagen Kjos,female,1984-01-01,40,Norway,NOR,Switzerland,CHE,Wollerau,2300000000,Increased,FALSE,Diversified,['Diversified'],NA,NA,1438
2017,3,"Carolus Nolet, Sr.",Carolus,Nolet,male,1941-01-01,76,Netherlands,NLD,Netherlands,NLD,Schiedam,2500000000,Decreased,FALSE,Food and Beverage,['Food and Beverage'],NA,NA,814
2019,3,Carolyn Rafaelian,Carolyn,Rafaelian,female,1966-09-25,52,United States,USA,United States,USA,Providence,1000000000,Remained Even,TRUE,Fashion & Retail,['Fashion & Retail'],NA,NA,2057
2024,4,Carrie Perrodo & family,Carrie,Perrodo,female,1951-01-01,73,France,FRA,United Kingdom,GBR,London,9600000000,Increased,FALSE,Energy,['Energy'],NA,Philanthropist,242
2024,4,Carson Brice,Carson,Brice,female,1967-10-01,56,United States,USA,United States,USA,Raleigh,1100000000,NA,FALSE,Finance & Investments,['Finance & Investments'],NA,NA,2545
2023,4,Carsten Koerl,Carsten,Koerl,male,1964-11-27,58,Germany,DEU,Switzerland,CHE,Zurich,1100000000,Decreased,TRUE,Sports,['Sports'],NA,"Entrepreneur, Investor",2405
2024,4,Carsten Maschmeyer,Carsten,Maschmeyer,male,1959-05-08,64,Germany,DEU,Germany,DEU,Munich,1600000000,Increased,TRUE,Finance & Investments,['Finance & Investments'],NA,NA,1945
2024,4,Caspar Callerström,Caspar,Callerström,male,1973-04-08,50,Sweden,SWE,Sweden,SWE,Stockholm,1100000000,Returned to List,TRUE,Finance & Investments,['Finance & Investments'],NA,NA,2545
2024,4,Catheline Perier D'Ieteren,Catheline Perier,D'Ieteren,female,1944-07-05,79,Belgium,BEL,NA,NA,NA,3300000000,Increased,FALSE,Automotive,['Automotive'],NA,NA,991
2024,4,Catherine Lozick,Catherine,Lozick,female,1945-05-01,78,United States,USA,United States,USA,Fort Lauderdale,3100000000,Increased,FALSE,Manufacturing,['Manufacturing'],NA,NA,1062
2024,4,Catherine Phillips,Catherine,Phillips,female,NA,NA,Canada,CAN,Canada,CAN,Toronto,1500000000,Returned to List,TRUE,Finance & Investments,['Finance & Investments'],NA,NA,2046
2024,4,Cen Junda,Junda,Cen,male,1964-06-18,59,China,CHN,China,CHN,Lianyungang,2700000000,Increased,TRUE,Healthcare,['Healthcare'],NA,NA,1238
2014,3,Cesar Mata Pires,Cesar,Mata Pires,male,NA,NA,Brazil,BRA,Brazil,BRA,Salvador,1550000000,NA,TRUE,Construction & Engineering,['Construction & Engineering'],NA,NA,1143
2024,4,Chad Richison,Chad,Richison,male,1970-10-10,53,United States,USA,United States,USA,Edmond,1600000000,Decreased,TRUE,Technology,['Technology'],NA,NA,1945
2024,4,Chairul Tanjung,Chairul,Tanjung,male,1962-06-18,61,Indonesia,IDN,Indonesia,IDN,Jakarta,5500000000,Increased,TRUE,Diversified,['Diversified'],NA,NA,548
2007,3,Chaleo Yoovidhya,Chaleo,Yoovidhya,male,1932-01-01,75,Thailand,THA,NA,NA,NA,3100000000,Increased,FALSE,NA,['Food and Beverage'],NA,NA,279
2021,4,Chamath Palihapitiya,Chamath,Palihapitiya,male,1976-09-03,44,United States,USA,United States,USA,Atherton,1200000000,NA,TRUE,Finance & Investments,['Finance & Investments'],NA,NA,2378
2024,4,Chan Laiwa & family,Laiwa,Chan,female,1941-01-01,83,China,CHN,China,CHN,Beijing,4700000000,Increased,TRUE,Real Estate,['Real Estate'],NA,Philanthropist,661
2024,4,Chan Tan Ching-fen,Tan Ching-fen,Chan,female,NA,NA,Hong Kong,HKG,Hong Kong,HKG,Hong Kong,2600000000,Decreased,FALSE,Real Estate,['Real Estate'],NA,NA,1286
2022,4,Chanchai Ruayrungruang,Chanchai,Ruayrungruang,male,1954-01-01,68,China,CHN,China,CHN,Beijing,1000000000,Decreased,TRUE,Real Estate,['Real Estate'],NA,NA,2578
2024,4,Chandru Raheja,Chandru,Raheja,male,1940-10-01,83,India,IND,India,IND,Mumbai,4900000000,Increased,FALSE,Real Estate,['Real Estate'],NA,NA,624
2022,4,Chang Byung-gyu,Byung-gyu,Chang,male,1973-04-25,48,South Korea,KOR,South Korea,KOR,Seoul,1800000000,Increased,TRUE,Technology,['Technology'],NA,NA,1645
2024,4,Chang Jianming & family,Jianming,Chang,male,1965-02-11,59,China,CHN,China,CHN,Shanghai,1700000000,Increased,TRUE,Manufacturing,['Manufacturing'],NA,NA,1851
2024,4,Chang Jing,Jing,Chang,male,1982-08-01,41,China,CHN,China,CHN,Beijing,1400000000,Increased,TRUE,Technology,['Technology'],NA,NA,2152
2022,4,Chang Kuo-Cheng,Kuo-Cheng,Chang,male,NA,NA,Taiwan,TWN,Taiwan,TWN,Taipei,1200000000,NA,FALSE,Logistics,['Logistics'],NA,NA,2324
2024,4,Chang Kuo-Hua,Kuo-Hua,Chang,male,1955-01-01,69,Taiwan,TWN,Taiwan,TWN,Taipei,2100000000,Increased,FALSE,Logistics,['Logistics'],NA,NA,1545
2024,4,Chang Kuo-Ming,Kuo-Ming,Chang,male,NA,NA,Taiwan,TWN,Taiwan,TWN,Taipei,1100000000,Increased,FALSE,Logistics,['Logistics'],NA,NA,2545
2017,3,Chang Pyung-Soon,Pyung-Soon,Chang,male,1951-01-03,66,South Korea,KOR,South Korea,KOR,Seoul,1500000000,Increased,TRUE,Service,['Service'],Kyowon Group,NA,1376
2024,4,Chang Pyung-soon,Pyung-soon,Chang,male,1951-01-03,73,South Korea,KOR,South Korea,KOR,Seoul,1000000000,Returned to List,TRUE,Service,['Service'],Kyowon Group,NA,2692
2020,4,Chang Yun Chung,Yun Chung,Chang,male,1918-08-27,101,Singapore,SGP,Singapore,SGP,Singapore,1100000000,Decreased,TRUE,Logistics,['Logistics'],NA,NA,1851
2015,3,Chang Yung Fa & family,Yung Fa,Chang,male,1927-10-06,87,Taiwan,TWN,NA,NA,NA,1800000000,Increased,TRUE,Logistics,['Logistics'],NA,NA,1054
